source_id,time,filter,snr,is_detection,mag,magerr,mag_lim
S251023dx,0.0,g,30.263950492850768,1,22.351618431204763,0.03588427757494994,
S251023dx,0.7578611823337269,g,95.49042805787194,1,18.29192370311923,0.011372867648491743,
S251023dx,0.7646994104143232,i,88.19584500251516,1,17.947803117796482,0.01231350524470886,
S251023dx,0.7715417858053115,r,93.61503825263237,1,17.982102216549226,0.011600700274984535,
S251023dx,0.7790223864067229,g,95.5719084168231,1,18.264848820757592,0.011363171647295852,
S251023dx,0.7870729096321156,i,86.54462812816404,1,17.917951254252596,0.01254843915201463,
S251023dx,0.7951333411692758,r,95.30741667828799,1,17.927003716678584,0.011394706076923835,
S251023dx,0.8213842432160163,g,97.9568399489514,1,18.199956008053093,0.011086515250654792,
S251023dx,0.8218435169255827,g,96.75721380240549,1,18.21311619910387,0.011223969328197015,
S251023dx,0.8228473022390972,g,96.04294428333468,1,18.216620068425456,0.011307441771008286,
S251023dx,0.8255237648554612,g,96.00551444552393,1,18.21393618257,0.011311850223105938,
S251023dx,0.828049363255559,g,97.26564199859662,1,18.19672063352882,0.011165299253519233,
S251023dx,0.8368929997523082,i,92.1281358302295,1,17.781567506152257,0.011787929824187943,
S251023dx,0.8373518468506518,i,91.59831656483202,1,17.78736502516276,0.011856113089494875,
S251023dx,0.8383553959938581,i,91.23187606473557,1,17.78833016549675,0.011903734164464677,
S251023dx,0.8410340030823136,i,92.3211423621131,1,17.77183281456911,0.011763285984269565,
S251023dx,1.038492875319207,i,93.6817984289396,1,17.57672499488563,0.011592433303079285,
S251023dx,1.0473300720695988,r,97.85437695837116,1,17.728926904082616,0.011098123903665566,
S251023dx,1.047792817960726,r,96.77354711742026,1,17.740939242089873,0.011222074961066593,
S251023dx,1.0487921364110662,r,98.49594628743708,1,17.72038624977979,0.01102583447272811,
S251023dx,1.0514479173070868,r,98.6157179513328,1,17.720318921311637,0.011012443275380757,
S251023dx,1.05394848602009,r,97.10621751366138,1,17.735020028767153,0.011183629924079952,
S251023dx,1.7532646557956468,g,78.5977761487057,1,19.15734080199949,0.013817184826518577,
S251023dx,1.755094979867863,i,85.97310903991098,1,17.89424141076576,0.012631856776237443,
S251023dx,1.7569253039400792,r,87.20634912281017,1,18.303940393019307,0.012453221708325595,
S251023dx,1.7587725326229702,g,81.29474482887422,1,19.12724061158113,0.013358797081976636,
S251023dx,1.76114062868146,i,87.29536678370663,1,17.88200160189525,0.01244052279075478,
S251023dx,1.763509189353499,r,87.35308070044708,1,18.308674501558553,0.012432303374899083,
S251023dx,1.777666199268424,i,86.2902960596863,1,17.91522180796654,0.012585424428823636,
S251023dx,1.7918951893880148,r,88.3800288739315,1,18.328319865680278,0.012287843914931394,
S251023dx,1.7964048863141215,g,82.92951570482876,1,19.170171895716564,0.013095458122116651,
S251023dx,1.7985541602320154,g,82.48244902643246,1,19.178801359087863,0.013166437379326344,
S251023dx,1.8011915324823349,g,83.5959371575653,1,19.166743014908747,0.012991061969352164,
S251023dx,1.8032834240148077,g,82.67680630590039,1,19.181570229901972,0.01313548561590357,
S251023dx,1.8117568758461857,i,87.29893968670437,1,17.933974939123114,0.012440013634729151,
S251023dx,1.813913454177964,i,89.36589617395958,1,17.909377353845343,0.012152286795020702,
S251023dx,1.8165578620537417,i,88.45125026344576,1,17.91915522610628,0.012277949681496036,
S251023dx,1.8186573495549965,i,87.24721368408491,1,17.936645733621116,0.012447388909545215,
S251023dx,1.8271440647804411,r,88.82780830578018,1,18.360981918866138,0.012225901108148045,
S251023dx,1.829305603976536,r,90.7536644549339,1,18.338270519616728,0.011966458947112617,
S251023dx,1.8319542170938803,r,88.96322654043377,1,18.36017888925266,0.012207291059822491,
S251023dx,1.8340597462374717,r,89.63907204140779,1,18.356076992222235,0.012115252593180954,
S251023dx,1.8441250060568564,g,83.27416479828567,1,19.23165659308113,0.013041259586699057,
S251023dx,1.8445984724603477,g,83.5347533437991,1,19.22921997063304,0.013000577083533287,
S251023dx,1.8450867641877267,g,81.46197677611397,1,19.25499253250109,0.013331373027992043,
S251023dx,1.8591796935434104,i,87.70268831642433,1,17.96640277251939,0.01238274471224643,
S251023dx,1.859653071507637,i,91.6956660578073,1,17.918719333375073,0.01184352594500331,
S251023dx,1.8601408838439966,i,88.78867245984061,1,17.951294088326605,0.012231289982302655,
S251023dx,1.8742274805990746,r,91.83833326773377,1,18.371574689530636,0.011825127496968114,
S251023dx,1.8747004940596526,r,91.37166090238706,1,18.377960046571996,0.011885523249491775,
S251023dx,1.875187161102076,r,91.3186145724247,1,18.377057296257583,0.011892427464924958,
S251023dx,1.8887707757530734,i,88.82166409503843,1,17.978247616874878,0.012226746831020744,
S251023dx,1.8897263796607149,i,89.09769265140031,1,17.97799131866854,0.012188867833525564,
S251023dx,1.8923608587501803,i,89.67891922628372,1,17.972067042190442,0.012109869402637802,
S251023dx,1.892820209497586,i,89.09964464418711,1,17.97898808244915,0.012188600800113865,
S251023dx,1.894426004771958,i,89.0127007131346,1,17.98173615571828,0.012200506122153322,
S251023dx,1.8954375886969501,i,87.85651662434802,1,17.99431823529921,0.012361063717600575,
S251023dx,1.8969873725727666,i,90.70583734489792,1,17.96070954022553,0.011972768586773716,
S251023dx,1.9083330697758356,r,89.65767077725461,1,18.41952998903741,0.01211273938510021,
S251023dx,1.9092847916326718,r,89.27755764976777,1,18.42694433719615,0.012164311262415286,
S251023dx,1.9118684842906077,r,90.29070280419045,1,18.416678885577447,0.012027816444791237,
S251023dx,1.9123268004696001,r,90.80512587189456,1,18.41353088062756,0.011959677271215942,
S251023dx,1.9138953278306872,r,88.82630560877374,1,18.43949812578673,0.012226107936799428,
S251023dx,1.9148914940597024,r,89.10290563059264,1,18.436158150346724,0.012188154721939081,
S251023dx,1.9164120735003962,r,89.735795906291,1,18.428965091304878,0.012102193879620622,
S251023dx,2.7693734218846657,i,70.201942690782,1,18.92053956600113,0.015469657368080203,
S251023dx,2.773401517137245,i,69.37410431076405,1,18.921567876905005,0.015654256163585477,
S251023dx,2.774507512971468,i,68.86079534346656,1,18.928885372271985,0.015770947671795058,
S251023dx,2.77554480296385,i,68.16613613883767,1,18.93578959962821,0.01593166433532458,
S251023dx,2.7760209062616923,i,69.15340903027452,1,18.925413542111723,0.015704214950915327,
S251023dx,2.7770801744045457,i,68.49803914264372,1,18.946687033134847,0.015854468443081412,
S251023dx,2.7780919587166863,i,69.41604283920006,1,18.9289830717251,0.015644798458415193,
S251023dx,2.7823708316136617,i,67.24795705247104,1,18.95356743141624,0.016149189471326767,
S251023dx,2.792902499604679,r,65.40183744417747,1,19.686578363344314,0.0166050380606957,
S251023dx,2.79694322872092,r,65.06720734074341,1,19.68664887559978,0.01669043508065198,
S251023dx,2.7980553395536845,r,65.52163207500095,1,19.691073532199095,0.016574678706978534,
S251023dx,2.799098908493761,r,64.2933558017229,1,19.70795612639197,0.01689132549480172,
S251023dx,2.7995758490942535,r,66.18071518490943,1,19.681218390559557,0.01640961414462971,
S251023dx,2.8006398335055565,r,66.71971358362485,1,19.67277508577154,0.016277048291564296,
S251023dx,2.8016571025946178,r,64.19200289212478,1,19.697249066016575,0.0169179952497359,
S251023dx,2.805962395039387,r,63.750156091197155,1,19.71506863693015,0.017035252407012674,
S251023dx,3.752780456961773,i,50.59874622468244,1,19.677130362177444,0.021462982406276327,
S251023dx,3.7538160804615472,i,51.620086933437385,1,19.64287155010657,0.02103832179516408,
S251023dx,3.7548363067617174,i,51.9585278534235,1,19.668363002483858,0.020901285022232294,
S251023dx,3.7577955188171472,i,56.62826777401477,1,19.583533790653675,0.019177701220420115,
S251023dx,3.799635562761978,i,55.24562821936257,1,19.65791024463544,0.01965766405420976,
S251023dx,3.802189032045135,i,53.79468297290477,1,19.69331764660575,0.02018786876292207,
S251023dx,3.8037657824825146,i,55.6147091468877,1,19.668494263201076,0.019527208119199068,
S251023dx,3.8058027667429997,i,53.256299224187984,1,19.708470619948557,0.020391953925081596,
S251023dx,3.87379124751169,r,50.94312271605844,1,20.602396448478004,0.021317892231558628,
S251023dx,3.8748195663793012,r,49.73424944736887,1,20.620861450125652,0.021836058894369292,
S251023dx,3.875828727032058,r,50.754430515611865,1,20.59925471974112,0.021397146790287612,
S251023dx,3.8788065498156357,r,52.029317318622134,1,20.579752493429847,0.020872847386204374,
S251023dx,3.8792670595430536,r,49.66701144827218,1,20.617301792668194,0.021865620022881,
S251023dx,3.8818032423660043,r,50.78669550999177,1,20.60874460656933,0.021383553095836696,
S251023dx,3.8833730336336885,r,50.46852214948049,1,20.60968894333908,0.021518363402507103,
S251023dx,3.8854089853994083,r,51.76720684505466,1,20.585789577658886,0.020978531896660484,
S251023dx,4.991739738936303,u,0.0050856264848620205,0,,,23.581901682303286
S251023dx,6.039290680470003,r,22.64389866536872,1,22.254535779373562,0.04795993905682479,
S251023dx,7.044993548974162,r,12.786105491826477,1,22.9130428563765,0.08493594869010161,
S251023dx,8.886570712478715,y,12.562149773895515,1,21.16874711601386,0.08645017131197856,
